# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
伯父さん	6	1	伯父さん	伯父さん:5 伯父|さん:1	train=5,val=1
何便	6	1	何便	何便:5 何|便:1	train=6
値しない	6	1	値|しない	値|しない:5 値しない:1	train=6
傷つけられた	6	1	傷つけられた	傷つけられた:5 傷|つけられた:1	train=6
入浴中	6	1	入浴|中	入浴|中:5 入浴中:1	train=6
全責任	6	1	全責任	全責任:5 全|責任:1	train=6
全部です	6	1	全部|です	全部|です:5 全部です:1	train=6
写真撮影	6	1	写真|撮影	写真|撮影:5 写真撮影:1	train=6
出しな	6	1	出しな	出しな:5 出し|な:1	train=6
出てって	6	1	出てって	出てって:5 出て|って:1	train=6
出で	6	1	出|で	出|で:5 出で:1	train=6
出迎えた	6	1	出迎えた	出迎えた:5 出迎え|た:1	train=5,val=1
制する	6	1	制する	制する:5 制|する:1	train=6
南アメリカ	6	1	南アメリカ	南アメリカ:5 南|アメリカ:1	train=6
取り上げる	6	1	取り上げる	取り上げる:5 取り|上げる:1	train=6
吹き込んだ	6	1	吹き込んだ	吹き込んだ:5 吹き|込んだ:1	train=6
困難であった	6	1	困難であった	困難であった:5 困難で|あった:1	train=6
国際語	6	1	国際語	国際語:5 国際|語:1	train=6
地域社会	6	1	地域|社会	地域|社会:5 地域社会:1	train=6
奥の手	6	1	奥|の|手	奥|の|手:5 奥の手:1	train=6
好意的	6	1	好意的	好意的:5 好意|的:1	train=6
学級委員長	6	1	学級|委員長	学級|委員長:5 学級委員長:1	train=6
安全運転	6	1	安全|運転	安全|運転:5 安全運転:1	train=6
引っ越しの	6	1	引っ越し|の	引っ越し|の:5 引っ越しの:1	train=6
愛してた	6	1	愛してた	愛してた:5 愛|して|た:1	train=6
戦時中	6	1	戦時中	戦時中:5 戦時|中:1	train=6
捨てなさい	6	1	捨てなさい	捨てなさい:5 捨て|なさい:1	train=6
新聞記者	6	1	新聞|記者	新聞|記者:5 新聞記者:1	train=6
映画監督	6	1	映画|監督	映画|監督:5 映画監督:1	train=6
時代遅れで	6	1	時代遅れ|で	時代遅れ|で:5 時代遅れで:1	train=6
朝飯前	6	1	朝飯前	朝飯前:5 朝飯|前:1	train=5,val=1
東北地方	6	1	東北|地方	東北|地方:5 東北地方:1	train=6
格好いい	6	1	格好|いい	格好|いい:5 格好いい:1	train=6
極まりない	6	1	極まりない	極まりない:5 極まり|ない:1	train=6
楽しみです	6	1	楽しみ|です	楽しみ|です:5 楽しみです:1	train=6
殺さないで	6	1	殺さないで	殺さないで:5 殺さない|で:1	train=6
水泳部	6	1	水泳|部	水泳|部:5 水泳部:1	train=6
決めかねて	6	1	決めかねて	決めかねて:5 決め|かねて:1	train=6
泣きだした	6	1	泣きだした	泣きだした:5 泣き|だした:1	train=6
無くなる	6	1	無くなる	無くなる:5 無く|なる:1	train=6
環境汚染	6	1	環境|汚染	環境|汚染:5 環境汚染:1	test=1,train=5
発行部数	6	1	発行|部数	発行|部数:5 発行部数:1	train=6
窓越し	6	1	窓越し	窓越し:5 窓|越し:1	train=6
第99章	6	1	第99章	第99章:5 第|99|章:1	train=6
精いっぱいだった	6	1	精いっぱい|だった	精いっぱい|だった:5 精いっぱいだった:1	train=6
終わらせたい	6	1	終わらせたい	終わらせたい:5 終わら|せたい:1	train=6
絶対だ	6	1	絶対だ	絶対だ:5 絶対|だ:1	train=6
考えです	6	1	考え|です	考え|です:5 考えです:1	train=6
菜食主義者	6	1	菜食主義者	菜食主義者:5 菜食|主義者:1	train=6
行きたがる	6	1	行きたがる	行きたがる:5 行き|たがる:1	train=6
見つけられる	6	1	見つけられる	見つけられる:5 見|つけられる:1	train=6
親愛なる	6	1	親愛|なる	親愛|なる:5 親愛なる:1	train=6
話せると	6	1	話せる|と	話せる|と:5 話せると:1	train=6
読みにくい	6	1	読みにくい	読みにくい:5 読み|にくい:1	train=6
速やかに	6	1	速やか|に	速やか|に:5 速やかに:1	train=6
間にあった	6	1	間|に|あった	間|に|あった:5 間にあった:1	train=6
限りに	6	1	限り|に	限り|に:5 限りに:1	train=6
青年時代	6	1	青年|時代	青年|時代:5 青年時代:1	train=6
韓国料理	6	1	韓国料理	韓国料理:5 韓国|料理:1	train=6
飛んできた	6	1	飛んで|きた	飛んで|きた:5 飛んできた:1	train=6
食べ過ぎる	6	1	食べ過ぎる	食べ過ぎる:5 食べ|過ぎる:1	train=6
駆けつけた	6	1	駆けつけた	駆けつけた:5 駆け|つけた:1	train=6
あげな	5	1	あげな	あげな:4 あげ|な:1	train=5
あったっけ	5	1	あった|っけ	あった|っけ:4 あったっけ:1	test=1,train=4
いうまでもなく	5	1	いう|まで|も|なく	いう|まで|も|なく:4 いうまでもなく:1	train=5
いくらかかる	5	1	いくら|かかる	いくら|かかる:4 いくらかかる:1	train=5
いじってる	5	1	いじってる	いじってる:4 いじって|る:1	train=5
いたって	5	1	いた|って	いた|って:4 いたって:1	train=5
いたらしい	5	1	いたらしい	いたらしい:4 いた|らしい:1	train=5
いつしか	5	1	いつしか	いつしか:4 いつ|しか:1	train=5
うたた寝	5	1	うたた寝	うたた寝:4 う|たた|寝:1	train=5
お一人	5	1	お一人	お一人:4 お|一人:1	train=5
お使い下さい	5	1	お使い下さい	お使い下さい:4 お|使い下さい:1	train=5
お手数	5	1	お手数	お手数:4 お|手数:1	train=5
お掛けください	5	1	お掛けください	お掛けください:4 お|掛けください:1	train=5
お読み	5	1	お読み	お読み:4 お|読み:1	train=5
お金持ちだ	5	1	お金持ち|だ	お金持ち|だ:4 お金持ちだ:1	train=5
があいて	5	1	が|あいて	が|あいて:4 があいて:1	train=5
がいっそう	5	1	が|いっそう	が|いっそう:4 がいっそう:1	train=5
がつきもの	5	1	が|つきもの	が|つきもの:4 がつきもの:1	train=5
きな	5	1	きな	きな:4 き|な:1	train=5
これくらい	5	1	これ|くらい	これ|くらい:4 これくらい:1	train=5
ごくろうさま	5	1	ごくろうさま	ごくろうさま:4 ごくろう|さま:1	train=5
ご提供	5	1	ご提供	ご提供:4 ご|提供:1	train=5
ご提案	5	1	ご提案	ご提案:4 ご|提案:1	train=5
ご注目	5	1	ご注目	ご注目:4 ご|注目:1	train=5
してただろ	5	1	してただろ	してただろ:4 して|ただろ:1	train=5
すすり泣き	5	1	すすり泣き	すすり泣き:4 すすり|泣き:1	train=5
そらした	5	1	そらした	そらした:4 そら|した:1	train=5
たかが	5	1	たか|が	たか|が:4 たかが:1	train=5
だったそうです	5	1	だったそうです	だったそうです:4 だった|そうです:1	train=5
だねぇ	5	1	だ|ねぇ	だ|ねぇ:4 だねぇ:1	train=5
ついていけない	5	1	ついて|いけない	ついて|いけない:4 ついていけない:1	train=5
とうに	5	1	とうに	とうに:4 とう|に:1	train=5
となく	5	1	と|なく	と|なく:4 となく:1	train=5
に慣れます	5	1	に|慣れます	に|慣れます:4 に慣れます:1	train=5
ねだって	5	1	ねだって	ねだって:4 ね|だって:1	train=5
のん	5	1	のん	のん:4 の|ん:1	train=5
はいります	5	1	は|いります	は|いります:4 はいります:1	train=5
ははるか	5	1	は|はるか	は|はるか:4 ははるか:1	test=1,train=4
はやっていけない	5	1	は|やって|いけない	は|やって|いけない:4 はやっていけない:1	train=5
は限りません	5	1	は|限りません	は|限りません:4 は限りません:1	train=5
ばか者	5	1	ばか者	ばか者:4 ばか|者:1	train=5
ぴったりです	5	1	ぴったりです	ぴったりです:4 ぴったり|です:1	train=5
ぴんと	5	1	ぴん|と	ぴん|と:4 ぴんと:1	train=5
ほんとだ	5	1	ほんと|だ	ほんと|だ:4 ほんとだ:1	train=5
ぼうっと	5	1	ぼうっと	ぼうっと:4 ぼうっ|と:1	train=5
もってこいだ	5	1	もってこいだ	もってこいだ:4 もってこい|だ:1	test=1,train=4
もて	5	1	もて	もて:4 も|て:1	train=5
もらいな	5	1	もらい|な	もらい|な:4 もらいな:1	train=5
もらってた	5	1	もらってた	もらってた:4 もらって|た:1	train=5
わい	5	1	わい	わい:4 わ|い:1	train=5
を出ます	5	1	を|出ます	を|出ます:4 を出ます:1	train=5
んー	5	1	んー	んー:4 ん|ー:1	train=5
インド料理	5	1	インド|料理	インド|料理:4 インド料理:1	train=5
クリスマスツリー	5	1	クリスマスツリー	クリスマスツリー:4 クリスマス|ツリー:1	train=5
クロスワードパズル	5	1	クロスワード|パズル	クロスワード|パズル:4 クロスワードパズル:1	train=5
スウェーデン語	5	1	スウェーデン語	スウェーデン語:4 スウェーデン|語:1	train=5
セーヌ川	5	1	セーヌ川	セーヌ川:4 セーヌ|川:1	train=5
トム・ジャクソン	5	1	トム・ジャクソン	トム・ジャクソン:4 トム|・|ジャクソン:1	train=5
ニューヨーク市	5	1	ニューヨーク|市	ニューヨーク|市:4 ニューヨーク市:1	train=5
バカ者	5	1	バカ者	バカ者:4 バカ|者:1	train=5
パン屋さん	5	1	パン屋さん	パン屋さん:4 パン屋|さん:1	train=5
フ～	5	1	フ～	フ～:4 フ|～:1	train=5
レンズ豆	5	1	レンズ|豆	レンズ|豆:4 レンズ豆:1	train=5
一年前	5	1	一年|前	一年|前:4 一年前:1	train=5
一般大衆	5	1	一般|大衆	一般|大衆:4 一般大衆:1	train=5
二つ目	5	1	二つ|目	二つ|目:4 二つ目:1	train=5
交換手	5	1	交換手	交換手:4 交換|手:1	train=5
何ヶ月	5	1	何ヶ月	何ヶ月:4 何|ヶ月:1	train=5
何処か	5	1	何処か	何処か:4 何処|か:1	train=5
作り出した	5	1	作り出した	作り出した:4 作り|出した:1	train=5
全国民	5	1	全国民	全国民:4 全|国民:1	train=5
出せよ	5	1	出せよ	出せよ:4 出せ|よ:1	train=5
分かりやすく	5	1	分かりやすく	分かりやすく:4 分かり|やすく:1	train=5
動かし始めた	5	1	動かし始めた	動かし始めた:4 動かし|始めた:1	train=5
反対だった	5	1	反対|だった	反対|だった:4 反対だった:1	train=5
呼び出された	5	1	呼び出された	呼び出された:4 呼び|出された:1	train=5
命がけ	5	1	命がけ	命がけ:4 命|がけ:1	train=5
喋ってる	5	1	喋ってる	喋ってる:4 喋って|る:1	train=5
四六時中	5	1	四六時中	四六時中:4 四六時|中:1	train=5
外国人学生	5	1	外国人|学生	外国人|学生:4 外国人学生:1	train=5
大丈夫なん	5	1	大丈夫|な|ん	大丈夫|な|ん:4 大丈夫なん:1	train=5
実行不可能	5	1	実行|不可能	実行|不可能:4 実行不可能:1	train=5
屈する	5	1	屈する	屈する:4 屈|する:1	train=5
幸いだった	5	1	幸いだった	幸いだった:4 幸い|だった:1	train=5
幸せ者	5	1	幸せ|者	幸せ|者:4 幸せ者:1	train=5
待ちきれなかった	5	1	待ちきれなかった	待ちきれなかった:4 待ち|きれなかった:1	train=5
心より	5	1	心|より	心|より:4 心より:1	train=5
必要なかった	5	1	必要|なかった	必要|なかった:4 必要なかった:1	train=5
忙しくありません	5	1	忙しくありません	忙しくありません:4 忙しく|ありません:1	train=5
応急処置	5	1	応急|処置	応急|処置:4 応急処置:1	train=5
急成長	5	1	急|成長	急|成長:4 急成長:1	train=5
急行列車	5	1	急行|列車	急行|列車:4 急行列車:1	train=5
意味して	5	1	意味|して	意味|して:4 意味して:1	train=5
手いっぱい	5	1	手いっぱい	手いっぱい:4 手|いっぱい:1	train=5
数秒	5	1	数秒	数秒:4 数|秒:1	train=5
旅行代理店	5	1	旅行|代理店	旅行|代理店:4 旅行代理店:1	train=5
日本政府	5	1	日本|政府	日本|政府:4 日本政府:1	train=5
日本文化	5	1	日本|文化	日本|文化:4 日本文化:1	train=5
書き終えました	5	1	書き終えました	書き終えました:4 書き|終えました:1	train=5
望み通り	5	1	望み|通り	望み|通り:4 望み通り:1	train=5
望むなら	5	1	望むなら	望むなら:4 望む|なら:1	train=5
死んでも	5	1	死んで|も	死んで|も:4 死んでも:1	train=5
現代美術	5	1	現代|美術	現代|美術:4 現代美術:1	train=5
理性的	5	1	理性的	理性的:4 理性|的:1	train=5
生まれ育ちました	5	1	生まれ|育ちました	生まれ|育ちました:4 生まれ育ちました:1	train=5
申し分なかった	5	1	申し分なかった	申し分なかった:4 申し分|なかった:1	train=5
異常に	5	1	異常|に	異常|に:4 異常に:1	train=5
病気らしい	5	1	病気|らしい	病気|らしい:4 病気らしい:1	train=5
痛くなってきた	5	1	痛く|なって|きた	痛く|なって|きた:4 痛くなってきた:1	train=5
白くなった	5	1	白く|なった	白く|なった:4 白くなった:1	train=5
相手チーム	5	1	相手|チーム	相手|チーム:4 相手チーム:1	train=5
礼儀作法	5	1	礼儀|作法	礼儀|作法:4 礼儀作法:1	train=5
私ら	5	1	私ら	私ら:4 私|ら:1	train=5
紙一重	5	1	紙|一重	紙|一重:4 紙一重:1	train=5
緑だ	5	1	緑|だ	緑|だ:4 緑だ:1	train=5
考えてんだ	5	1	考えてんだ	考えてんだ:4 考えて|ん|だ:1	train=5
考え出した	5	1	考え出した	考え出した:4 考え|出した:1	train=5
聞き上手	5	1	聞き上手	聞き上手:4 聞き|上手:1	train=5
聞き入って	5	1	聞き入って	聞き入って:4 聞き|入って:1	train=5
聞き逃した	5	1	聞き逃した	聞き逃した:4 聞き|逃した:1	train=5
脱した	5	1	脱した	脱した:4 脱|した:1	train=5
行ってます	5	1	行ってます	行ってます:4 行って|ます:1	train=5
見出した	5	1	見出した	見出した:4 見|出した:1	train=5
規則違反	5	1	規則|違反	規則|違反:4 規則違反:1	train=5
親父さん	5	1	親父さん	親父さん:4 親父|さん:1	train=5
試合中	5	1	試合中	試合中:4 試合|中:1	train=5
試験中	5	1	試験|中	試験|中:4 試験中:1	train=5
買うよう	5	1	買う|よう	買う|よう:4 買うよう:1	train=5
通行禁止	5	1	通行|禁止	通行|禁止:4 通行禁止:1	train=5
運よく	5	1	運|よく	運|よく:4 運よく:1	test=1,train=4
運転免許証	5	1	運転免許証	運転免許証:4 運転|免許証:1	train=5
達する	5	1	達する	達する:4 達|する:1	train=5
選出した	5	1	選出|した	選出|した:4 選出した:1	train=5
金持ちです	5	1	金持ち|です	金持ち|です:4 金持ちです:1	train=5
金目当て	5	1	金目当て	金目当て:4 金目|当て:1	train=5
閉まってた	5	1	閉まってた	閉まってた:4 閉まって|た:1	train=5
電話ボックス	5	1	電話ボックス	電話ボックス:4 電話|ボックス:1	train=5
食べすぎ	5	1	食べすぎ	食べすぎ:4 食べ|すぎ:1	train=5
あざだらけ	4	1	あざ|だらけ	あざ|だらけ:3 あざだらけ:1	train=4
あるんでしょう	4	1	ある|ん|でしょう	ある|ん|でしょう:3 あるんでしょう:1	train=4
いたようだった	4	1	いたようだった	いたようだった:3 いた|よう|だった:1	train=4
いつのまにか	4	1	いつのまにか	いつのまにか:3 いつ|の|まに|か:1	train=4
いなかの	4	1	いなか|の	いなか|の:3 いなかの:1	train=4
いやに	4	1	いや|に	いや|に:3 いやに:1	train=4
おとりください	4	1	おとりください	おとりください:3 お|とりください:1	train=3,val=1
お互いさま	4	1	お互い|さま	お互い|さま:3 お互いさま:1	train=3,val=1
お人形さん	4	1	お人形さん	お人形さん:3 お人形|さん:1	train=4
お召し上がり下さい	4	1	お召し上がり下さい	お召し上がり下さい:3 お召し上がり|下さい:1	train=4
お困り	4	1	お困り	お困り:3 お|困り:1	train=4
お姉ちゃ～ん	4	1	お姉ちゃ～ん	お姉ちゃ～ん:3 お姉ちゃ|～|ん:1	train=4
お暇	4	1	お暇	お暇:3 お|暇:1	train=4
お見通し	4	1	お見通し	お見通し:3 お|見通し:1	train=4
お金持ちだった	4	1	お金持ち|だった	お金持ち|だった:3 お金持ちだった:1	train=4
お飲物	4	1	お飲物	お飲物:3 お|飲物:1	train=4
がいります	4	1	が|いります	が|いります:3 がいります:1	train=4
